usdot_num,fmcsa_link,user_created,date_created,user_updated,date_updated,entity_type,operating_status,oos_date,legal_name,dba_name,physical_address,phone,mailing_address,state_carrier_id_number,mc_num,duns_number,power_units,drivers,mcs_150_form_date,operation_classification,carrier_type,cargo_types,us_vehicle_inspections,us_driver_inspections,us_hazmat_inspections,us_iep_inspections,us_vehicle_out_of_service,us_driver_out_of_service,us_hazmat_out_of_service,us_iep_out_of_service,us_vehicle_out_of_service_pct,us_driver_out_of_service_pct,us_hazmat_out_of_service_pct,us_iep_out_of_service_pct,us_vehicle_natl_avg_oos_pct,us_driver_natl_avg_oos_pct,us_hazmat_natl_avg_oos_pct,us_iep_natl_avg_oos_pct,us_crashes_fatal,us_crashes_injury,us_crashes_tow,us_crashes_total,canadian_vehicle_inspections,canadian_driver_inspections,canadian_vehicle_out_of_service,canadian_driver_out_of_service,canadian_vehicle_out_of_service_pct,canadian_driver_out_of_service_pct,carrier_safety_rating_rating_date,carrier_safety_rating_review_date,carrier_safety_rating_rating,carrier_safety_rating_type,mileage,mileage_year
3328500,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3328500,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:33:01.771Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:57.101Z,CARRIER,AUTHORIZED FOR Property,,WISEMEN GROUP LLC,,"9550 FOREST LANE STE 620
            DALLAS, TX   75243",(214) 466-9561,"PO BOX 741053
          DALLAS, TX   75374",,MC-1060303,--,2,2,2022-12-15,Auth. For Hire,Interstate,['General Freight'],3,3,0,0,1,1,0,0,0.33,0.33,,0.0,0.22,0.07,0.04,,0,1,0,1,0,0,0,0,0.0,0.0,,,None,None,125328,2021
3332071,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3332071,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:52.506Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:47.414Z,CARRIER,NOT AUTHORIZED,,THURLBYCHOICE TRUCKING,,"79 SCOTLAND DR
            DALLAS, GA   30132",(404) 852-2487,"79 SCOTLAND DR
          DALLAS, GA   30132",,,--,1,1,2021-10-12,Auth. For Hire,Intrastate Only (Non-HM),['General Freight'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,1000,2020
3332401,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3332401,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:49.553Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:44.405Z,CARRIER,NOT AUTHORIZED,,SCOREUNION LLC,SUPER MAN MOVERS,"1910 SW 17TH ST
            MIAMI, FL   33145-2114",(305) 244-1840,"1910 SW 17TH ST
          MIAMI, FL   33145-2114",,,--,1,4,2023-03-07,Auth. For Hire,Intrastate Only (Non-HM),"['General Freight', 'Household Goods', 'Garbage/Refuse', 'Paper Products', 'OTHER']",0,1,0,0,0,0,0,0,,0.0,,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,320127,2022
3332541,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3332541,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:53.329Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:48.078Z,CARRIER,AUTHORIZED FOR Property,,TOBY'S TRUCKING LLC,,"12040 67TH AVE S
            SEATTLE, WA   98178-3609",(347) 951-2246,"12040 67TH AVE S
          SEATTLE, WA   98178-3609",,MC-1335613,--,1,1,2023-06-09,Auth. For Hire,Interstate,"['General Freight', 'Fresh Produce', 'Refrigerated Food']",4,6,0,0,2,1,0,0,0.5,0.17,,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,119000,2021
3334823,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3334823,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:45.087Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:38.524Z,CARRIER,NOT AUTHORIZED,,CKO ENTERPRISES LLC,,"11330 AMANDA LN APT 520
            DALLAS, TX   75238",(281) 693-1299,"11330 AMANDA LN APT 520
          DALLAS, TX   75238",,MC-1063332,--,1,1,2020-03-05,Auth. For Hire,Intrastate Only (Non-HM),['Household Goods'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3352009,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3352009,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:45.196Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:39.975Z,BROKER,NOT AUTHORIZED,,SHIELD & STAR MOVING AND STORAGE,,"18851 NE 29TH AVE STE 700  
            MIAMI, FL   33180",(570) 369-6301,"18851 NE 29TH AVE STE 700  
          MIAMI, FL   33180-2845",,,--,0,,2019-10-29,Auth. For Hire,,['Household Goods'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3365927,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3365927,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:39.404Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:34.212Z,FREIGHT FORWARDER,AUTHORIZED FOR Property,,REDCARGO USA LLC,,"500 MERCER ST STE C202
            SEATTLE, WA   98109",(206) 420-0017,"500 MERCER ST STE C202
          SEATTLE, WA   98109",,FF-36026,--,0,,2020-01-17,Auth. For Hire,,"['General Freight', 'Household Goods']",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3368476,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3368476,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:45.361Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:38.808Z,CARRIER,AUTHORIZED FOR Property,,CLOUD CITY LOGISTICS LLC,,"2728 FAIRVIEW AVE E APT 104
            SEATTLE, WA   98102",(847) 275-6370,"2728 FAIRVIEW AVE E APT 104
          SEATTLE, WA   98102",,MC-1088635,--,27,50,2021-10-15,Auth. For Hire,Intrastate Only (Non-HM),"['General Freight', 'Household Goods']",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,140000,2020
3375079,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3375079,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:25.635Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:16.375Z,CARRIER,NOT AUTHORIZED,,ADASTRA ALLIANCE LLC,A PLUS MOVING GROUP CALIFORNIA HUB,"539 W COMMERCE ST SUITE 4686
            DALLAS, TX   75208",,"1801 NORTH MAIN STREET
          LOS ANGELES, CA   90031",,MC-1082597,--,1,1,2021-11-08,Auth. For Hire,Intrastate Only (Non-HM),"['General Freight', 'Household Goods']",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3376640,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3376640,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:32.072Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:22.734Z,CARRIER,AUTHORIZED FOR HHG,,AM RELOCATION INC,,"2461 NE 201ST ST
            MIAMI, FL   33180",(786) 260-7737,"2461 NE 201ST ST
          MIAMI, FL   33180-1837",,MC-1083182,--,1,1,2022-12-22,Auth. For Hire,Intrastate Only (Non-HM),['Household Goods'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,2022,2022
3379742,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3379742,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:52.502Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:47.410Z,BROKER,NOT AUTHORIZED,,THUNDERS BRAND LLC,,"90 SW 3RD ST APT 3511  
            MIAMI, FL   33130",(305) 842-4772,"90 SW 3RD ST APT 3511  
          MIAMI, FL   33130-4063",,MC-1084544,--,0,,2020-01-08,Auth. For Hire,,['Household Goods'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3391195,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3391195,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:51.242Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:46.172Z,CARRIER,AUTHORIZED FOR HHG,,TEXAS PRO MOVERS LIMITED LIABILITY COMPANY,,"5881 PRESTON VIEW BLVD APT 263
            DALLAS, TX   75240",(888) 977-1557,"5881 PRESTON VIEW BLVD APT 263
          DALLAS, TX   75240-4714",,MC-1089913,--,2,4,2021-07-27,Auth. For Hire,Intrastate Only (Non-HM),['Household Goods'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,1,2020
3392992,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3392992,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:33:03.176Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:58.256Z,CARRIER,NOT AUTHORIZED,,YOUR STUFF IN THE TRUCK,,"2075 SW 122ND AVE APT 413
            MIAMI, FL   33175-7338",(305) 849-5203,"2075 SW 122ND AVE APT 413
          MIAMI, FL   33175-7338",,,--,1,2,2023-05-24,Auth. For Hire,Intrastate Only (Non-HM),['Household Goods'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,200900,2022
3395360,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3395360,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:51.984Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:46.869Z,CARRIER,"AUTHORIZED FOR Property, HHG",,BLANDON ENTERPRISES SVCS INC,THE PERFECT MOVING,"12140 NW 20TH AVE
            MIAMI, FL   33167",(786) 389-4166,"12140 NW 20TH AVE
          MIAMI, FL   33167",,MC-1463516,99-941-194,1,1,2022-09-15,Auth. For Hire,Interstate,"['General Freight', 'Household Goods']",2,2,0,0,0,0,0,0,0.0,0.0,,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,12000,2021
3405773,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3405773,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:34.386Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:27.472Z,CARRIER/BROKER,AUTHORIZED FOR BROKER HHG,,ARMSTRONG RELOCATION SERVICES LLC,,"12914 SW 133 COURT
            MIAMI, FL   33186",(754) 333-7771,"12914 SW 133 COURT
          MIAMI, FL   33186",,MC-1097057,--,52,58,2023-05-12,Auth. For Hire,Interstate,"['Household Goods', 'Motor Vehicles']",1,1,0,0,0,0,0,0,0.0,0.0,,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,3562712,2022
3414596,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3414596,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:43.977Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:38.777Z,BROKER,NOT AUTHORIZED,,MATT P SAXTON,SAXTON LOGISTICS,"1116 CLAUDE ST
            DALLAS, TX   75203",,"1605 CANYON OAKS DRIVE
          IRVING, TX   75061",,MC-1101963,--,0,,2021-03-23,Auth. For Hire,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3423308,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3423308,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:14.687Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:08.876Z,CARRIER,NOT AUTHORIZED,,RAY JONES,KINGDAVID BIG TRUCK TRAPPING,"7106 BLACKWILLOW LN
            DALLAS, TX   75249",(214) 364-8346,"7106 BLACKWILLOW LN
          DALLAS, TX   75249-1426",,,--,1,1,2022-06-13,Auth. For Hire,Interstate,['General Freight'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,10,2022
3429180,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3429180,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:04.153Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:58.351Z,CARRIER,AUTHORIZED FOR HHG,,H K RELOCATION MOVING & STORAGE,,"9221 AMBERTON PKWY APT 203
            DALLAS, TX   75243",(972) 689-4974,"9221 AMBERTON PKWY APT 203
          DALLAS, TX   75243-3201",,MC-1110565,--,1,2,2023-03-29,Auth. For Hire,Interstate,['Household Goods'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,65000,2021
3432576,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3432576,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:40.270Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:33.773Z,CARRIER/BROKER,NOT AUTHORIZED,,BOX MOVER LLC,,"2720 S IRVING ST
            SEATTLE, WA   98144",(206) 499-5444,"2720 S IRVING ST
          SEATTLE, WA   98144",,,--,1,1,2021-06-20,Auth. For Hire,Intrastate Only (Non-HM),"['General Freight', 'Household Goods']",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,30000,2020
3436116,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3436116,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:03.132Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:57.307Z,CARRIER,NOT AUTHORIZED,,GRAVEL TRANSPORTATION LLC,,"20160 W DIXIE HWY APT 25202
            MIAMI, FL   33180",(603) 557-8707,"20160 W DIXIE HWY APT 25202
          MIAMI, FL   33180-1947",,,--,1,1,2021-08-12,Auth. For Hire,Interstate,['General Freight'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3436356,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3436356,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:37.563Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:30.783Z,CARRIER,NOT AUTHORIZED,,BENJAMIN MOVING & DELIVERY SERVICE CORP,,"930 NW 96TH ST APT B
            MIAMI, FL   33150",(786) 906-8102,"930 NW 96TH ST APT B
          MIAMI, FL   33150",,,--,2,1,2022-12-05,Auth. For Hire,Interstate,['Household Goods'],1,1,0,0,0,0,0,0,0.0,0.0,,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,15000,2021
3440463,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3440463,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:33:01.235Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:56.575Z,CARRIER,NOT AUTHORIZED,,WHITE GLOVE STORAGE AND DELIVERY - DALLAS LLC,,"1210 INWOOD RD
            DALLAS, TX   75247",(214) 748-1111,"1210 INWOOD RD
          DALLAS, TX   75247-6817",,MC-1117249,--,14,14,2023-03-31,Auth. For Hire,Intrastate Only (Non-HM),['Household Goods'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,123000,2020
3442433,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3442433,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:54.583Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:49.578Z,BROKER,"AUTHORIZED FOR BROKER Property, HHG",,TRAYLOR TRANSPO LLC,,"3309 ELM STREET
            DALLAS, TX   75226",(800) 705-6004,"539 W COMMERCE ST STE 1811
          DALLAS, TX   75208",,MC-1118387,11-683-9576,0,,2022-09-14,Auth. For Hire,,"['General Freight', 'Metal: sheets, coils, rolls', 'Drive/Tow away', 'Machinery, Large Objects']",8,10,0,0,1,6,0,0,0.13,0.6,,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,100,2021
3443179,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3443179,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:48.025Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:42.848Z,CARRIER,AUTHORIZED FOR Property,,SSL LOGISTICS CARGO INC,,"60 NW 37TH AVE APT 608
            MIAMI, FL   33125",(786) 419-2386,"60 NW 37TH AVE APT 608
          MIAMI, FL   33125",,MC-1118820,--,1,1,2023-04-29,Auth. For Hire,Interstate,"['General Freight', 'Fresh Produce', 'Refrigerated Food', 'Beverages']",2,2,0,0,1,1,0,0,0.5,0.5,,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,100000,2022
3452970,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3452970,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:50.723Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:45.645Z,CARRIER,OUT-OF-SERVICE,2023-07-31,TASK FORCE MOVING AND STORAGE LLC,,"11700 PRESTON RD STE 465
            DALLAS, TX   75230",(469) 826-0980,"11700 PRESTON RD SUITE 465
          DALLAS, TX   75230",,MC-1124700,--,1,1,2022-08-03,Auth. For Hire,Interstate,['Household Goods'],2,2,0,0,0,1,0,0,0.0,0.5,,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,,,1,2021
3456945,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3456945,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:33:02.962Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:58.039Z,CARRIER,NOT AUTHORIZED,,ISHMAEL TRUCKING INC,YHELP TRANSPORT,"37 NW 48TH ST
            MIAMI, FL   33127",(843) 819-2901,"37 NW 48TH ST
          MIAMI, FL   33127",,MC-1127173,--,2,1,2023-05-05,Auth. For Hire,Interstate,['General Freight'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,1,2022
3458250,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3458250,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:33.273Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:27.794Z,CARRIER,OUT-OF-SERVICE,2023-04-09,PAQ LOGISTICS LLC,,"2631 NW 49 ST
            MIAMI, FL   33142",(754) 267-6683,"2631 NW 49 ST
          MIAMI, FL   33142",,MC-1127962,--,0,2,2022-03-21,Auth. For Hire,Interstate,['Motor Vehicles'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,,,600000,2021
3462461,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3462461,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:19.735Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:14.020Z,FREIGHT FORWARDER,NOT AUTHORIZED,,M&M INTERNATIONAL CARGO,,"1221 S MAIN ST STE 202
            SEATTLE, WA   98144-2089",,"1221 S MAIN ST STE 202
          SEATTLE, WA   98144-2089",,,--,0,,2021-04-21,Auth. For Hire,,['General Freight'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3463491,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3463491,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:57.925Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:51.769Z,CARRIER,NOT AUTHORIZED,,FINE MOVERS LLC,,"3640 ESPANOLA DR
            DALLAS, TX   75220",(469) 822-9614,"3640 ESPANOLA DR
          DALLAS, TX   75220-3630",,,--,2,3,2023-07-10,Auth. For Hire,Interstate,['Household Goods'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,1,1,0,0,0,0,0.0,0.0,,,None,None,358275,2006
3463956,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3463956,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:37.043Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:31.709Z,CARRIER,AUTHORIZED FOR Property,,PROMPT AND QUICK TRANSPORTATION,,"13290 NOEL RD 550
            DALLAS, TX   75240",(214) 729-7171,"13290 NOEL RD 550
          DALLAS, TX   75240",,MC-1131601,--,2,2,2023-07-21,Auth. For Hire,Interstate,"['General Freight', 'Intermodal Cont.']",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,26000,2022
3468011,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3468011,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:07.467Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:01.760Z,BROKER,AUTHORIZED FOR BROKER HHG,,HYPHEN LLC,HYPHEN,"5656 N CENTRAL EXPY 901
            DALLAS, TX   75206",(469) 491-9877,"5656 N CENTRAL EXPY 901
          DALLAS, TX   75206",,MC-1134218,10-377-6695,0,,2020-08-26,Auth. For Hire,,['Household Goods'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3473360,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3473360,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:39.321Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:34.129Z,CARRIER,NOT AUTHORIZED,,RED EYE TRUCKING,,"3847 ENOLA GAY AVE
            DALLAS, TX   75227",(214) 779-8864,"3847 ENOLA GAY AVE
          DALLAS, TX   75227-4781",,MC-1137537,79-721-347,2,8,2020-08-20,Auth. For Hire,Intrastate Only (Non-HM),"['General Freight', 'Household Goods', 'Motor Vehicles', 'Logs, Poles, Beams, Lumber', 'Building Materials', 'Machinery, Large Objects', 'Fresh Produce', 'Livestock', 'Grain, Feed, Hay', 'Coal/Coke', 'Meat', 'US Mail', 'Commodities Dry Bulk', 'Refrigerated Food', 'Beverages', 'Paper Products', 'Agricultural/Farm Supplies', 'OTHER']",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3490398,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3490398,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:10.708Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:05.280Z,CARRIER,NOT AUTHORIZED,,JDR QUALITY DELIVERY INC,,"21423 SW 125TH PATH
            MIAMI, FL   33177",(786) 672-2022,"21423 SW 125TH PATH
          MIAMI, FL   33177-5790",,MC-1148547,--,1,1,2020-11-06,Auth. For Hire,Intrastate Only (Non-HM),['General Freight'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
